0,8.176643,0.460882,1650.825661,0.40158125,0.211992443,0.603485552,0.366126588,0.233194892,0.453239807
1,8.230162,0.465895,1659.19307,0.412974518,0.218016786,0.627970609,0.377990643,0.413046202,0.474080792
2,8.552545,0.597416,1595.008066,0.481604275,0.376071355,0.440149805,0.431100213,1.218152476,0.56737568
3,7.333896,0.448868,1647.096537,0.22217501,0.197554691,0.592573236,0.286406527,-0.975308983,0.313199618
4,8.075146,0.512321,1632.986222,0.379974297,0.273808952,0.55128305,0.371769909,0.318743949,0.463153143
5,7.958961,0.396704,1630.436195,0.355240522,0.134866919,0.543821056,0.304807188,-0.696367031,0.345523125
6,8.04153,0.419472,1637.437514,0.372818032,0.162228226,0.564308604,0.326880224,-0.361754264,0.384297709
7,7.274894,0.539231,1671.175858,0.209614506,0.306147882,0.663035137,0.338911982,-0.179360692,0.405433289
8,7.343729,0.818736,1630.202204,0.224268285,0.64204133,0.543136342,0.455151115,1.582748383,0.609624679
9,7.49215,0.390691,1610.447394,0.255864545,0.127640832,0.485329003,0.250467952,-1.520114242,0.250068144
10,7.661445,0.553049,1645.45748,0.291904519,0.32275358,0.587776959,0.363418631,0.192144048,0.448482877
11,7.804352,0.489834,1573.650984,0.322326944,0.246785335,0.377653832,0.303175678,-0.721099652,0.342657135
12,7.910951,0.478199,1602.042343,0.345020025,0.232803044,0.460733796,0.323275987,-0.416392141,0.377966328
13,7.698174,0.444659,1657.706713,0.299723487,0.192496551,0.62362117,0.321612249,-0.441613313,0.375043725
14,7.973397,0.441149,1654.909493,0.358313697,0.18827843,0.615435829,0.341724016,-0.136732099,0.410373047
15,7.928519,0.469692,1636.657693,0.348759948,0.222579808,0.56202666,0.340941234,-0.148598564,0.408997973
16,9.171541,0.434214,1600.359529,0.613377803,0.179944335,0.455809477,0.408490751,0.875407842,0.527658784
17,7.480184,0.744848,1625.48918,0.253317191,0.553246872,0.529344897,0.428494605,1.17865316,0.56279854
18,7.329448,0.350558,1589.34676,0.221228107,0.079411242,0.423583458,0.204972431,-2.20979652,0.17014847
19,8.265026,0.555842,1659.189969,0.42039646,0.326110051,0.627961535,0.424194911,1.113472626,0.555245487
20,7.804635,0.49643,1638.153752,0.32238719,0.254712038,0.56640449,0.344120589,-0.100401628,0.414582984
21,7.727229,0.405115,1635.013155,0.305908793,0.144974787,0.557214345,0.291796301,-0.893603545,0.322667561
22,8.169596,0.495063,1627.825149,0.400081066,0.253069254,0.536180506,0.368496229,0.269117102,0.457402435
23,7.809348,0.568994,1639.968887,0.323390506,0.341915388,0.571716012,0.38046556,0.450564313,0.478428352
24,7.308567,0.590018,1669.585626,0.216782904,0.367180853,0.658381735,0.36526185,0.22008603,0.451720765
25,8.103267,0.417167,1626.314668,0.38596077,0.159458206,0.531760474,0.324519685,-0.397538485,0.38015107
26,7.913684,0.428375,1630.121017,0.345601833,0.172927352,0.542898769,0.315991428,-0.526821277,0.365169913
27,7.861221,0.445538,1595.316653,0.334433369,0.193552884,0.441052805,0.299405062,-0.778259713,0.336033485
28,7.774951,0.448454,1534.433543,0.31606798,0.197057169,0.26289414,0.257828888,-1.408527275,0.262998728
29,8.79986,0.439118,1648.995331,0.534253356,0.185837688,0.598129565,0.40766233,0.862849531,0.52620354
30,8.062734,0.410174,1574.05742,0.377331997,0.15105441,0.378843161,0.287123195,-0.964444772,0.314458552
31,8.013147,0.391835,1651.864147,0.366775783,0.129015627,0.606524412,0.319621447,-0.471792571,0.371546583
32,7.99293,0.388059,1641.917167,0.362471934,0.124477842,0.57741715,0.31026334,-0.613655331,0.355107672
33,7.958059,0.398749,1626.314668,0.355048502,0.137324485,0.531760474,0.30330129,-0.719195457,0.342877791
34,7.252551,0.658384,1608.228654,0.204858068,0.449339281,0.478836434,0.357446227,0.101606304,0.437991456
35,9.223273,0.48247,1654.348033,0.62439065,0.237935692,0.613792862,0.467689109,1.772816167,0.631649539
36,8.469184,0.556102,1610.683451,0.463858162,0.326422504,0.486019763,0.413316219,0.948558782,0.53613544
37,8.248943,0.64048,1612.622377,0.416972668,0.427823257,0.491693528,0.436257076,1.296327132,0.576434479
38,8.153374,0.439767,1664.349758,0.396627683,0.186617619,0.643060322,0.361910185,0.169276994,0.445833066
39,8.476034,0.45981,1651.931021,0.465316409,0.210704174,0.606720102,0.391752253,0.621663191,0.498255114
